label,text
ham,Lunch at 10 AM?
ham,Could you share the updated document?
ham,Your order has been shipped.
spam,"Earn Rs. 1,00,000 per week from home!"
ham,Your bill has been generated.
ham,Meeting notes from on Tuesday are attached.
ham,The package will arrive next week.
spam,Get rich quick with this simple trick. Terms and conditions apply.
ham,Your order is ready for pickup.
ham,Could you share the updated agenda? Please let me know if that works.
spam,Urgent! Verify your account now. This is a limited time promotion.
ham,Let us catch up this evening.
spam,"Earn Rs. 75,000 per week from home!"
ham,The package will arrive on Tuesday. Please let me know if that works.
spam,"Earn Rs. 75,000 per week from home! Terms and conditions apply."
ham,Meeting at 5 PM on Tuesday.
spam,Get rich quick with this simple trick.
ham,Meeting notes from this Friday are attached. Please let me know if that works.
spam,Limited time offer!
ham,Your OTP is 246810.
ham,We have moved the call to tomorrow morning. Please let me know if that works.
spam,Congratulations! You won a bonus! Offer valid for today only.
ham,Could you share the updated document?
ham,Project deadline extended to on Tuesday.
ham,Reminder: Appointment on Tuesday. Thanks for the update.
spam,"Earn Rs. 50,000 per week from home! This is a limited time promotion."
spam,Claim your bonus now and get free trip instantly. Terms and conditions apply.
spam,Congratulations! You won a bonus!
ham,Could you share the updated agenda? Thanks for the update.
ham,Could you share the updated document?
ham,Your order was updated.
spam,Get rich quick with this simple trick.
ham,Your bill has been generated. Please let me know if that works.
spam,Last chance to save big today!
ham,Please verify your attendance for client call. Please let me know if that works.
spam,Last chance to save big today! This is a limited time promotion.
ham,Meeting notes from tomorrow are attached.
ham,Your OTP is 123456.
ham,The team meeting starts at tomorrow morning.
spam,Free access to premium content.
spam,You are a lucky winner! Offer valid for today only.
spam,Make money fast! Offer valid for today only.
spam,Urgent! Verify your account now. Reply stop to unsubscribe.
ham,Could you share the updated document? Attached is the latest file.
ham,The workshop starts at 1 PM. Thanks for the update.
ham,Let us catch up this evening.
spam,Claim your bonus now and get cash reward instantly. This is a limited time promotion.
spam,Click here to claim your free trip. Offer valid for today only.
spam,Claim your bonus now and get cash reward instantly.
spam,Click here to claim your free trip.
ham,Please review the attached slide deck.
ham,Lunch at 9 AM? See you soon.
spam,Limited time offer!
spam,Last chance to save big today! Offer valid for today only.
ham,Please review the attached slide deck. Attached is the latest file.
spam,Last chance to save big today!
spam,Last chance to save big today!
ham,The package will arrive tomorrow. See you soon.
ham,Your OTP is 975310.
spam,Last chance to save big today!
ham,Meeting notes from on Tuesday are attached.
spam,Free coupon waiting!
ham,Reminder: Appointment tomorrow. Kind reminder for the schedule.
ham,Your order is ready for pickup.
ham,Your order has been shipped.
spam,Lose weight in 10 days! Reply stop to unsubscribe.
ham,Please review the attached document. Please let me know if that works.
ham,Meeting at 5 PM this Friday. See you soon.
ham,The lecture starts at 9 AM.
ham,Could you share the updated agenda?
ham,Reminder: Appointment next week. Thanks for the update.
spam,Exclusive deal just for you! Reply stop to unsubscribe.
spam,Limited time offer!
ham,Please verify your attendance for seminar.
ham,The workshop starts at this afternoon. Thanks for the update.
ham,Could you share the updated document?
spam,Limited time offer!
spam,Exclusive deal just for you!
ham,Your bill has been generated. See you soon.
ham,Please verify your attendance for interview.
spam,Limited time offer!
spam,Limited time offer!
spam,Limited time offer!
spam,Limited time offer!
spam,Get rich quick with this simple trick. Reply stop to unsubscribe.
spam,Make money fast! No credit card required.
ham,Project deadline extended to next week.
ham,Lunch at 2:30 PM?
spam,Lose weight in 7 days!
spam,Click here to claim your cash reward.
spam,Limited time offer! This is a limited time promotion.
spam,Free gift card waiting! Reply stop to unsubscribe.
spam,Congratulations! You won a gift card!
spam,Act now to unlock your reward.
spam,Claim your bonus now and get free trip instantly.
ham,Your OTP is 678901.
spam,You are a lucky winner!
spam,You are a lucky winner! Offer valid for today only.
ham,Meeting at 2:30 PM next week.
ham,Meeting at 5 PM on Tuesday. See you soon.
ham,Your bill has been generated. Thanks for the update.
ham,Please verify your attendance for workshop.
spam,Make money fast!
ham,Your OTP is 678901.
spam,You are a lucky winner!
ham,Project deadline extended to on Tuesday. Attached is the latest file.
spam,Urgent! Verify your account now. No credit card required.
spam,You are a lucky winner!
ham,Reminder: Appointment on Monday.
ham,The team meeting starts at 5 PM.
spam,Urgent! Verify your account now. Offer valid for today only.
spam,Congratulations! You won a cash reward!
ham,We have moved the call to 10 AM. See you soon.
ham,The package will arrive next week.
ham,Your OTP is 123456.
spam,Free subscription waiting!
spam,Lose weight in 3 days!
ham,Lunch at 2:30 PM?
ham,Your OTP is 975310.
ham,The seminar starts at 10 AM. Kind reminder for the schedule.
ham,The client call starts at 5 PM. See you soon.
spam,Free access to premium content. Reply stop to unsubscribe.
spam,Free access to premium content.
spam,You are a lucky winner! No credit card required.
spam,Lose weight in 5 days!
ham,Your order is ready for pickup.
ham,The package will arrive on Tuesday.
spam,"Earn Rs. 1,00,000 per week from home!"
spam,Last chance to save big today!
ham,Meeting at 5 PM tomorrow.
ham,The package will arrive next week.
ham,Project deadline extended to this Friday.
spam,Click here to claim your voucher. This is a limited time promotion.
spam,Exclusive deal just for you!
ham,Reminder: Appointment tomorrow.
spam,Free subscription waiting!
ham,Lunch at 10 AM? Thanks for the update.
ham,We have moved the call to 10 AM.
spam,Claim your bonus now and get lottery instantly. Reply stop to unsubscribe.
ham,Reminder: Appointment this Friday. Kind reminder for the schedule.
ham,Could you share the updated slide deck?
spam,Act now to unlock your reward.
ham,Meeting notes from on Tuesday are attached.
spam,Make money fast! Terms and conditions apply.
spam,Urgent! Verify your account now.
spam,Make money fast!
ham,The package will arrive this Friday.
spam,Free access to premium content. Offer valid for today only.
spam,Exclusive deal just for you!
ham,The package will arrive on Tuesday. See you soon.
ham,Let us catch up this evening. See you soon.
spam,Claim your bonus now and get lottery instantly.
ham,Meeting notes from on Tuesday are attached. See you soon.
spam,Act now to unlock your reward.
ham,The package will arrive on Monday.
spam,Lose weight in 5 days!
ham,Meeting at 2:30 PM this Friday.
spam,Act now to unlock your reward. Offer valid for today only.
spam,Make money fast! No credit card required.
ham,Project deadline extended to this Friday. Attached is the latest file.
spam,Get rich quick with this simple trick.
spam,Claim your bonus now and get lottery instantly. Reply stop to unsubscribe.
spam,Exclusive deal just for you!
ham,Could you share the updated invoice?
spam,Claim your bonus now and get free trip instantly. This is a limited time promotion.
spam,Act now to unlock your reward.
ham,The package will arrive on Tuesday.
ham,Meeting notes from on Monday are attached. Please let me know if that works.
spam,Limited time offer! Reply stop to unsubscribe.
ham,Your bill has been generated. Thanks for the update.
spam,Act now to unlock your reward.
